latitude,longitude,waterfallok,ad_attempts,ad_opportunities,impressions,start,complete
44.33,-77.43,22,233,33,33,33,33
42.59,-83.24,11,182,19,17,17,15
-27.44,152.94,23,223,,,,
41.66,-87.69,18,233,13,6,6,6
29.58,-95.47,8,201,34,32,32,31
45.9,-66.71,11,105,2,2,2,2
33.93,-84.54,28,557,61,49,49,49
40.13,-74.49,2,39,3,3,3,3
46.85,-71.18,2,32,6,6,6,6
55.33,-123.09,13,149,8,8,8,8
45.67,-73.54,14,160,16,15,15,15
44.86,-79.51,3,27,3,3,3,2
37.12,-85.29,7,133,16,15,15,14
33.98,-80.46,6,106,5,4,4,4
44.02,-78.4,19,228,20,20,20,20
43.42,-95.09,19,312,24,15,15,14
35.53,-93.11,1,14,,,,
50.52,-59.48,2,32,4,4,4,3
-33.04,151.58,2,20,,,,
40.92,-89.78,2,36,3,1,1,1
32.5,-93.39,2,34,1,1,1,1
49.75,-112.93,1,31,7,6,6,6
34.48,-96.96,9,177,25,19,19,18
-34.18,139.99,1,10,,,,
32.91,-85.94,25,366,26,18,18,18
44.56,-91.38,3,52,1,1,1,1
41.38,-72.58,9,143,11,8,8,8
36.7,-87.45,13,178,8,6,6,5
42.22,-88.53,1,14,,,,
40.3,-80.67,5,21,2,,,
52.36,-114.12,4,40,1,,,
38.95,-111.83,4,52,1,,,
-27.48,153.06,17,182,8,6,6,6
45.1,-64.69,1,28,6,6,6,6
45.53,-106.62,10,168,11,6,7,6
34.68,-111.7,1,43,4,4,4,4
45.45,-62.91,1,68,20,20,20,20
46.48,-121.82,5,82,5,4,4,3
44.67,-93.99,1,14,1,,,
53.35,-110.85,2,20,,,,
39.64,-79.64,4,55,,,,
33.27,-96.55,8,113,11,10,10,9
37.91,-99.48,1,106,20,20,20,20
43.43,-98.42,2,38,2,2,2,2
39.51,-104.68,5,77,5,3,3,3
38.4,-103.72,2,32,3,2,2,2
41.48,-87.63,7,120,5,4,4,4
30.31,-82.99,5,57,6,4,4,4
43.96,-78.9,8,80,2,2,2,2
40.64,-74.82,3,49,5,5,5,4
39.75,-84.27,5,78,2,2,2,2
48.96,-122.08,3,34,2,,,
32.59,-88.88,2,37,1,1,1,1
-31.9,115.97,5,59,1,1,1,1
29.55,-98.11,4,54,3,3,3,2
41.86,-72.91,3,81,10,7,7,7
-34.84,138.49,5,44,2,2,2,1
40.67,-84.66,2,58,10,9,9,7
42.98,-80.6,5,53,6,6,6,6
-34.9,138.49,21,238,17,16,14,13
39.38,-75.64,2,32,1,1,1,1
43.3,-93.22,1,14,,,,
38.51,-77.91,2,48,5,4,4,4
-27.83,153.03,6,57,,,,
29.66,-95.23,3,29,2,2,2,
45.54,-60.97,1,1,1,1,1,
-32.04,115.77,2,21,1,1,1,1
47.15,-67.96,2,28,,,,
43.11,-89.27,8,121,23,20,20,19
42.76,-84.99,1,17,3,3,3,3
42.21,-91.89,1,3,2,2,2,2
41.19,-91.12,5,91,7,3,3,3
44.88,-108.47,1,22,3,3,3,3
37.24,-82.01,3,41,,,,
30.25,-97.61,3,58,2,2,2,2
45.47,-94.41,4,57,3,3,3,3
-28.22,152.03,4,37,,,,
51.57,-112.75,2,19,,,,
46.28,16.39,1,8,,,,
-16.78,145.68,7,67,,,,
45.74,-70.69,7,68,,,,
20,77,7,70,5,5,5,4
39.98,-75.75,2,28,,,,
38.95,-76.59,1,26,6,6,6,6
31.88,-84.22,3,39,,,,
39.65,-85.99,7,161,29,21,21,21
41.96,-83.67,2,15,,,,
35.92,-77.73,10,114,8,4,4,3
34.82,-83.44,3,44,1,1,1,1
48.18,-116.56,3,54,3,2,2,2
40.47,-117.04,10,194,12,12,12,11
44.42,-121.29,3,145,16,15,15,15
40.32,-82.05,3,53,7,5,5,5
42.75,-87.81,16,222,8,1,1,1
32.15,-94.8,2,27,1,,,
32.88,-94.53,2,38,1,1,1,1
43.54,-94.6,1,13,,,,
45.13,-63.35,6,61,2,2,2,2
43.57,-89.14,1,5,2,2,2,2
35.26,-94.88,5,88,18,13,13,11
-32.12,115.99,4,39,,,,
31.56,-106.2,2,52,11,11,11,11
32.4,-86.25,2,28,,,,
42.64,-72.51,3,45,2,2,2,2
42.83,-84.45,8,113,9,6,6,6
49.48,-111.43,5,50,1,1,1,1
38.41,-80.01,1,14,,,,
32.18,-97.26,4,61,2,2,2,2
43.87,-81.11,1,10,,,,
42.3,-97.83,7,95,1,1,1,1
41.83,-89.3,1,15,2,1,1,1
41.6,-87.4,5,70,1,1,1,1
34.9,-76.9,2,28,,,,
40.09,-89.71,2,27,1,,,
46.28,-96.51,1,14,,,,
49.52,-112.52,2,20,,,,
29.38,-98.57,2,28,,,,
47.71,-69.17,8,64,5,5,4,3
45.53,-73.63,109,1177,91,91,90,88
39.1,-94.58,72,1057,42,32,30,28
30.22,-92.38,15,334,38,33,33,31
37.34,-121.89,153,2109,42,38,38,34
41.96,-86.39,8,132,14,8,8,8
29.3,-81.19,159,2327,176,143,143,139
44.57,-88.12,67,1264,127,103,103,96
34.12,-79.69,38,576,115,115,115,111
-33.83,151.2,84,957,72,70,69,67
36.35,-86.6,61,1028,67,51,51,50
35.85,-80.11,105,1752,135,115,115,112
27.3,-80.29,108,1694,143,118,118,109
39.24,-76.68,79,1206,88,75,75,74
46.89,-71.25,11,137,46,46,46,45
40.76,-73.77,119,2203,193,167,167,161
40.33,-77.03,3,59,28,28,28,28
44.88,-93.28,31,531,52,46,46,44
44.47,-123.34,35,482,20,11,11,10
41.17,-80.06,19,449,65,61,61,59
40.54,-75.78,21,374,50,40,40,39
39.01,-77.4,68,1227,121,109,109,106
52.32,-114.09,26,258,3,2,2,2
35.4,-97.42,30,407,19,12,12,9
43.5,-96.84,63,947,59,38,37,34
45.78,-73.43,56,743,100,100,100,97
41.8,-74.31,7,95,6,4,4,4
33.91,-117.11,185,2718,188,155,149,139
34.54,-86.87,115,1660,147,113,113,107
28.48,-82.51,146,2184,152,124,124,115
43.26,-79.92,30,298,13,13,13,12
21.97,-159.52,89,1584,189,159,159,149
-33.86,151.14,21,245,25,22,22,22
43.56,-116.21,37,751,91,66,66,66
29.19,-96.3,18,280,29,23,23,23
-33.39,151.29,97,957,15,13,13,13
40.95,-124.03,39,586,39,34,34,30
33.89,-118.3,170,2830,247,221,219,212
43.04,-76.56,12,154,23,19,19,16
45.64,-73.75,31,303,35,34,34,32
33.42,-110.11,21,274,5,5,5,4
26.52,-80.18,34,524,49,36,36,34
34.14,-117.98,7,104,2,2,2,2
42.83,-106.35,39,603,48,36,36,34
44.12,-124,56,821,47,42,42,39
48.39,-116.89,9,127,11,6,6,6
30.51,-84.71,54,733,75,71,71,69
32.88,-96.65,26,446,39,32,31,29
39,-104.53,17,312,52,52,52,50
-33.91,151.26,104,1151,68,67,67,64
42.17,-72.85,3,46,5,4,4,4
38.76,-77.1,170,2757,301,259,257,249
35.62,-97.48,41,548,37,33,33,27
37.14,-80.55,2,30,2,2,2,2
26.56,-81.87,77,1136,59,52,52,48
38.73,-90.45,20,350,33,28,28,28
43.72,-70.46,23,316,12,8,8,5
38.67,-87.18,44,623,25,22,22,19
33.65,-112.39,55,954,65,55,55,54
40.47,-87.67,1,13,,,,
35.93,-85.78,28,637,118,81,81,78
41.65,-81.45,54,960,115,101,101,96
46.67,-100.63,20,328,17,16,16,15
32.9,-96.79,87,1352,93,70,64,63
39.25,-86.46,20,317,26,21,21,21
36.33,-78.41,40,580,52,44,44,40
39.57,-77.89,10,221,24,24,24,24
42.17,-79.98,6,126,38,38,38,37
37.66,-83.97,20,314,20,12,12,11
44.16,-92.15,3,132,22,20,20,20
39.07,-94.53,26,379,13,8,8,7
43.02,-86.13,43,750,74,50,50,49
42.27,-85.62,68,888,76,52,52,45
40.84,-73.04,22,331,18,14,14,13
28.09,-82.45,69,1083,125,104,104,101
39.01,-84.43,55,853,101,89,89,86
41.66,-70.3,41,672,79,66,66,65
26.41,-80.09,11,195,17,17,17,17
34.03,-93.06,9,145,12,9,9,7
40.78,-89.57,30,386,32,22,22,18
36.05,-95.96,5,151,21,20,20,19
36.96,-79.29,6,103,9,7,7,7
42.11,-79.95,32,671,179,166,166,162
-27.32,153.01,9,92,1,1,1,1
44.75,-93.2,55,994,180,105,105,103
40.03,-75.72,46,759,112,98,98,94
41.92,-71.44,26,377,27,19,19,18
27.77,-97.4,10,119,12,8,8,5
35.1,-89.99,9,113,15,11,11,9
40.56,-82.76,34,565,47,36,37,36
22.08,-159.36,164,2494,184,170,170,161
41.15,-81.64,23,327,52,49,49,44
34.09,-118.38,27,438,42,32,32,30
43.97,-87.79,1,15,2,2,2,2
40.12,-88.16,21,399,65,55,55,53
38.06,-84.46,13,252,33,31,31,30
41.56,-83.15,8,154,19,19,19,19
32.96,-96.83,13,158,7,6,6,6
41.81,-121.46,17,308,25,21,21,20
41.6,-87.94,10,172,13,11,11,10
33.48,-117.71,28,401,19,16,16,14
37.32,-82.39,6,75,10,9,10,8
40.35,-83.47,1,15,3,3,3,2
41.77,-72.67,2,115,15,15,15,14
26.53,-81.83,16,234,11,11,11,9
36.92,-89.35,4,56,,,,
35.59,-85.94,1,120,21,20,20,20
44.61,-63.59,6,61,1,1,1,1
32.54,-97.6,4,75,10,9,9,8
35.35,-101.8,5,73,2,1,1,1
-27.94,153.36,8,78,,,,
53.28,-110,14,151,4,4,4,4
39.08,-85.04,5,82,4,3,3,3
-28.79,114.6,9,87,,,,
-33.9,151.19,3,29,,,,
37.8,-88.18,4,44,1,,,
35.33,-87.79,6,92,10,8,8,7
45.19,-122.8,6,214,27,27,27,27
44.75,-92.16,1,26,3,3,3,3
40.57,-91,5,83,3,3,3,3
26.35,-97.97,3,67,7,6,6,5
34.67,-87.52,2,28,,,,
38.39,-90.01,4,57,3,1,1,1
30.01,-90.16,21,415,36,26,26,25
49.15,-55.37,7,67,,,,
46.44,-109.83,2,27,,,,
47.96,-65.24,5,64,10,10,10,10
35,-78.32,2,28,,,,
44.69,-69.13,5,60,4,2,2,1
41.94,-93.06,3,88,12,12,12,12
43.9,-90.14,10,167,16,13,13,12
39.37,-86.16,3,43,4,2,2,2
33,-108.09,1,15,2,1,1,1
44.62,-90.99,7,119,7,6,6,6
42.58,-83.03,1,13,,,,
38.99,-104.87,2,26,,,,
42.89,-81.32,9,86,2,2,2,2
-27.38,152.99,18,179,15,12,12,10
42.94,-79.94,3,29,,,,
43.78,-111.69,1,14,,,,
38.95,-105.29,2,40,3,3,3,3
43.83,-91.37,6,82,2,2,2,2
37.84,-76.85,3,41,,,,
40.66,-78.24,3,30,1,1,1,1
-34.99,138.6,3,86,19,19,19,19
47.17,-114,2,51,9,5,5,5
36.45,-85.48,3,40,1,,,
32.91,-95.55,2,27,,,,
44.53,-78.75,6,59,1,1,1,1
44.64,-86.04,6,82,8,6,6,6
38.52,-121.97,15,249,29,27,27,27
40.78,-72.91,8,147,8,7,7,7
48.83,-72.52,5,48,,,,
32.44,-90.74,2,40,1,1,1,1
30.34,-92.52,4,60,6,2,2,2
41.83,-71.64,2,27,,,,
42.71,-73.9,2,27,,,,
42.93,-91.62,2,50,12,12,12,12
33.33,-101.79,1,20,2,2,2,2
41.31,-105.59,5,53,8,8,8,7
43.68,-70.37,1,21,1,1,1,2
37.5,-96.28,1,13,,,,
-32.03,115.78,10,159,17,16,15,15
37.96,-104.12,3,50,3,3,3,3
42.58,-121.87,1,14,,,,
41.57,-91.27,1,14,,,,
35.95,-79.63,1,38,12,12,12,12
32.76,-86.52,1,14,,,,
41.05,-74.05,8,152,12,11,11,11
38.7,-81.74,2,16,,,,
-28.01,153.33,4,39,,,,
-26.86,152.96,9,90,,,,
42.46,-122.66,20,275,11,7,7,5
48.17,-84.1,6,53,,,,
53.22,-106.4,2,76,14,14,14,14
34.23,-89.04,2,27,,,,
30.75,-87.8,1,22,2,2,2,2
53.9,-110.9,2,20,,,,
46.44,-71.02,24,244,5,5,5,5
49.6,-119.67,11,106,,,,
38.45,-99.91,2,26,2,,,
34.85,-92.33,9,113,11,8,8,7
40.11,-87.36,5,71,6,5,5,5
47.37,-123.06,2,17,1,,,
42.65,-71.92,3,42,,,,
35.35,-75.51,2,36,6,6,6,6
38.72,-76.53,3,38,3,3,3,3
33.78,-84.4,9,126,,,,
40.6,-76.7,3,29,2,1,1,
36.75,-78.2,4,56,1,,,
43.37,-116.55,6,106,5,5,5,5
35.53,-87.54,3,42,,,,
42.97,-109.19,1,14,,,,
33.28,-85.15,3,42,3,1,1,1
43.47,-71.04,2,20,2,1,1,
40.11,-98.56,3,48,5,1,1,1
43.62,-81.54,1,10,,,,
35.32,-82.6,6,86,2,2,2,2
39,-76.88,1,14,,,,
32.83,-83.65,1,20,1,1,1,1
39.86,-82.61,2,57,7,5,5,5
29.73,-98.92,2,27,,,,
41.82,-78.67,1,26,1,1,1,1
42.84,-91.41,3,41,1,1,1,1
42.98,-110.82,1,15,2,1,1,1
44.39,-122.94,1,23,1,1,1,1
60.77,-148.68,4,45,2,,,
38.85,-92.94,2,14,1,,,
40.02,-91.08,1,13,,,,
41.02,-82.32,1,2,1,1,1,
-32.38,150.47,3,28,,,,
39.58,-98.44,1,24,3,2,2,2
42.28,-83.08,4,39,,,,
48.33,-78.12,1,10,,,,
-27.91,153.4,8,77,,,,
36.52,-84.19,2,30,1,1,1,1
3.11,101.59,1,9,,,,
42.2,-122.81,1,14,,,,
31.43,-99.92,1,5,,,,
42.03,-87.69,5,62,4,1,1,1
45.38,-73.52,2,20,,,,
33.54,-96.9,2,28,1,,,
48.47,-78.07,1,27,5,5,5,5
-33.43,151.37,3,30,,,,
47.08,-52.95,2,19,,,,
42.49,-83.14,1,13,,,,
39.4,-96.83,1,13,,,,
44.18,-70.9,1,14,,,,
41.22,-88.27,1,14,,,,
39.5,-79.19,2,18,2,2,2,1
43.9,-71.15,2,29,2,1,1,1
31.06,-83.22,3,42,3,,,
53.12,-109.62,1,9,,,,
45.52,-94.04,2,13,,,,
41.75,-95.7,1,14,,,,
35.87,-83.56,1,14,,,,
42.76,-75.75,1,14,1,,,
38.22,-95.75,1,14,,,,
46.05,-66.73,2,19,,,,
53.78,-78.9,1,10,,,,
46.48,-67.86,1,14,,,,
32.9,-117.21,1,14,,,,
43.14,-79.9,2,20,,,,
37.98,-89.05,1,14,,,,
41.98,-73.66,2,6,2,2,2,1
41.25,-73.96,1,14,,,,
44.1,-78.63,2,20,,,,
21,57,1,3,,,,
44.2,-77.89,1,10,,,,
39.02,-94.28,1,14,1,,,
45.56,-62.72,1,10,,,,
37.06,-92.41,1,14,,,,
48.06,-116.59,1,14,,,,
20.44,-100.79,1,9,,,,
38.07,-87.79,1,13,,,,
48.13,-64.96,1,4,,,,
39.97,-82.51,1,13,,,,
48.52,-117.38,1,14,,,,
41.7,-70.54,1,2,,,,
53.95,-113.11,1,10,,,,
45.11,-122.95,18,225,18,17,17,14
47.11,-121.6,19,353,40,33,33,32
38.74,-76.65,4,56,3,1,1,1
38.35,-120.77,10,154,11,10,10,8
31.21,-83.21,21,262,6,5,5,4
41.02,-74.33,5,70,3,1,1,1
-35,117.87,2,19,,,,
52.13,-106.67,12,131,4,4,4,4
24.86,-168.02,8,104,4,4,4,3
43.65,-92.12,3,58,4,4,4,4
44.48,-73.21,5,75,8,4,4,4
40.82,-96.71,8,155,36,31,31,29
32.23,-92.68,6,94,4,3,3,3
41.74,-87.81,6,104,4,4,4,4
34.4,-96.83,1,23,3,3,3,3
32.89,-98.31,2,40,1,1,1,1
36.64,-88.28,12,213,20,14,14,14
32.27,-99.53,7,116,5,2,2,3
44.65,-73.15,7,80,4,3,3,3
44.53,-65.95,2,22,2,2,2,2
42.48,-72.63,5,90,8,5,5,5
41.91,-111.26,1,23,3,1,1,1
32.63,-85.01,5,70,8,7,7,6
40.75,-87.16,1,18,4,4,4,4
45.41,-65.98,14,174,16,15,15,14
31.5,-106.16,3,51,4,4,4,3
30.19,-93.6,1,19,1,1,1,1
42.04,-88.28,10,159,9,6,6,6
38.8,-76.23,3,64,6,6,6,6
44.71,-67.97,2,59,8,8,8,8
45.32,-94.97,4,63,7,7,7,7
40,-77.1,3,165,23,20,20,20
41.99,-87.7,33,473,15,12,12,12
42.17,-77.96,3,52,5,5,5,5
46.56,-73.82,6,65,3,3,3,3
44.55,-85.53,6,98,9,6,6,6
38.69,-91.89,4,51,1,,,
40.82,-100.76,6,87,1,1,1,1
48.43,-71.18,24,232,2,2,2,2
-37.77,145.08,14,139,2,1,1,1
42.39,-71.09,13,249,22,19,19,19
-35.55,138.59,1,10,,,,
45.74,-93.22,1,24,1,1,1,1
40.28,-105.79,3,84,10,8,8,8
44.73,-74.55,2,45,4,4,4,4
52.2,-105.12,20,199,2,2,2,2
48.2,-111.86,5,58,3,2,2,1
44.91,-93.17,21,395,44,42,42,39
41.6,-72.59,4,86,9,7,7,7
35.36,-82.16,5,83,10,9,9,9
43.79,-82.73,1,14,1,,,
37.18,-81.47,11,161,6,4,4,4
43.07,-80.12,6,60,,,,
39.88,-86.57,6,132,13,11,11,10
50.47,-104.42,5,58,4,4,4,4
43.17,-75.27,2,40,1,1,1,1
29.73,-98.66,5,190,25,24,24,23
42.29,-87.87,6,72,2,1,1,
30.38,-91.18,2,27,1,1,1,1
36.66,-79.71,1,24,2,2,2,2
38.27,-79.34,3,40,1,,,
40.6,-77.36,7,123,9,5,5,5
32.05,-96.8,4,67,4,4,4,4
46.11,-71.25,5,49,,,,
30.09,-94.1,3,39,2,1,1,
45.41,-72.3,2,19,,,,
-27.43,153.03,13,127,,,,
30.42,-89.07,5,67,28,27,27,25
33.86,-85.78,13,195,6,2,2,2
40.83,-74.24,2,76,20,20,20,20
40.8,-76.28,8,107,1,1,1,1
31.94,-86.23,2,29,2,2,2,2
47.85,-59.15,1,12,1,1,1,1
41.46,-95.67,3,42,2,1,1,1
34.52,-86.62,2,27,,,,
45.17,-90.37,2,40,1,1,1,1
40.09,-76.18,8,113,19,15,15,14
43.39,-84.42,1,14,2,1,1,1
46.56,-117.23,1,41,10,10,10,10
47.79,-64.94,9,98,20,20,20,20
41.51,-80.07,7,103,4,1,1,1
31.89,-94.44,1,14,,,,
47.46,-102.89,4,56,,,,
38.04,-92.06,3,27,1,,,
-38.01,145.13,3,29,,,,
38.34,-97.23,3,180,49,30,30,30
40.11,-79.86,1,15,1,1,1,1
45.61,-73.58,9,83,21,21,21,20
39.82,-123.16,5,83,5,2,2,2
40.56,-111.93,1,14,,,,
42.78,-88.93,2,24,6,5,5,4
45.34,-75.25,4,38,,,,
55.78,-117.9,1,10,,,,
44.63,-85.84,4,56,,,,
45.22,-83.52,1,16,1,1,1,1
40.38,-80.42,2,40,4,3,3,3
41.57,-85.34,4,55,,,,
40.47,-76.55,3,35,1,1,1,1
42.15,-79.19,1,26,3,2,2,2
38.51,-121.13,2,35,3,3,3,3
41.48,-83.27,1,52,8,8,8,7
45.52,-73.64,9,93,3,3,3,3
34.1,-110.08,12,203,13,12,12,12
46.35,-113.96,4,47,4,2,2,2
50.72,-127.5,5,51,1,1,1,1
61.22,-149.85,36,453,39,32,32,28
-34.88,138.58,79,910,69,66,66,64
-27.29,152.97,74,927,107,105,105,98
-37.88,144.99,53,550,17,17,17,16
33.41,-111.91,16,241,10,6,6,5
-38.11,144.34,18,183,,,,
43.77,-79.21,98,993,35,34,34,34
-33.77,151.29,8,98,8,7,7,7
38.4,-111.59,3,51,2,2,2,2
40.69,-122.38,19,268,20,12,12,10
33.05,-109.38,15,213,14,9,9,8
-33.98,150.97,51,645,59,56,56,55
39.34,-74.48,8,131,8,7,7,7
53.54,-113.51,84,853,30,25,25,23
-33.83,151.15,47,523,26,26,26,25
-33.8,150.94,6,108,20,20,20,20
46.91,-71.34,7,71,2,2,2,2
-37.89,145.1,27,291,16,14,14,14
45.32,-72.65,17,163,1,,,
-27.55,152.98,34,363,29,29,29,28
43.72,-79.69,61,634,42,41,41,41
37.89,-86.13,2,26,1,1,1,1
36.74,-88.64,19,306,49,45,45,41
45.45,-73.48,38,469,55,54,54,54
47.8,-96.81,2,44,9,7,7,7
-33.85,151.18,8,102,9,9,9,9
-41.53,147.01,4,40,,,,
53.27,-110.09,50,587,32,28,28,27
39.1,-77.79,3,29,2,1,1,
31.33,-82.26,14,238,10,8,8,8
44.04,-71.13,10,209,37,21,22,20
39.24,-77.14,7,115,7,5,5,5
41.18,-80.97,12,212,21,20,20,20
31.98,-83.98,1,16,1,1,1,1
28.83,-81.48,15,175,19,19,19,15
38.3,-81.49,25,382,28,20,20,19
38.59,-75.29,59,978,95,88,88,85
38.95,-86.23,1,14,,,,
40.11,-79.61,25,327,26,21,21,20
40.79,-76.22,18,189,26,22,22,22
41.55,-73.78,36,610,59,52,51,51
40.53,-74.22,34,527,42,37,37,36
34.78,-82.31,32,808,167,144,144,142
42.63,-73.12,11,164,6,3,3,3
42.59,-83.5,18,240,8,5,5,4
31.93,-83.78,31,444,27,23,23,23
37.52,-80.76,3,51,9,8,8,7
41.06,-76.98,5,95,13,6,6,6
35.29,-79.18,33,542,37,23,23,23
45.3,-121.95,5,68,7,7,7,7
43.41,-71.37,13,176,6,5,5,4
40.88,-74.3,9,269,47,46,46,44
41.44,-85.99,10,136,2,1,1,1
36.71,-79.5,1,14,1,,,
41.31,-81.95,4,124,33,33,33,33
27.97,-82.22,14,214,10,4,4,4
44.22,-74.84,1,19,4,3,3,3
42.83,12.83,3,27,,,,
38.03,-86.69,11,124,2,1,1,1
42.17,-70.95,9,122,4,2,2,2
35.9,-82.69,7,137,12,11,11,11
-33.08,151.45,7,67,,,,
45.51,-73.56,18,174,13,11,11,11
46.35,-70.67,3,50,8,8,8,8
49.95,-119.43,22,196,3,3,3,
50.42,-102.92,2,25,6,6,6,6
31.18,-92.02,18,265,15,10,10,10
35.28,-120.7,6,146,31,28,28,27
47.57,-122.33,8,117,7,5,5,4
40.27,-121.25,6,62,1,,,
43.07,-124.04,4,62,3,2,2,2
40.45,-99.36,4,73,15,14,14,14
39.44,-76.64,32,504,36,34,34,33
42.32,-83.27,8,124,11,8,8,8
37.74,-122.48,27,401,32,28,28,25
32.83,-115.2,3,70,5,5,5,5
53.46,-113.45,31,344,25,24,24,24
44.96,-76.32,3,35,3,3,3,3
-34.03,150.73,6,59,,,,
44.87,-93.33,7,119,20,14,14,14
46.72,-79.08,9,176,44,43,43,41
-34.78,138.73,24,284,29,24,23,22
39.82,-75.15,6,153,12,12,12,12
33.12,-95.81,3,32,1,,,
32.61,-99.69,7,160,18,17,17,17
30.42,-87.45,1,14,1,,,
41.1,-84.02,17,209,15,15,15,12
36.33,-80.86,1,16,2,2,2,2
36.31,-95.62,26,505,63,47,47,45
48.48,-123.31,46,507,26,26,26,23
47.51,-111.28,7,131,8,8,8,8
30.25,-92.68,12,198,9,4,4,4
45.24,-93.66,2,39,3,3,3,3
-27.39,153.01,4,43,1,1,1,1
-37.58,145.03,4,40,,,,
37.83,-94.34,11,131,7,5,5,4
29.58,-95.03,19,303,41,35,35,33
50.52,12.4,9,81,,,,
37.99,-122.28,4,83,8,7,7,7
34.99,-81.18,8,240,28,28,28,28
33.8,-118.17,4,88,8,4,4,4
41.84,-84.75,1,24,1,1,1,1
-16.82,145.72,1,10,,,,
43.1,-112.84,1,14,1,,,
40.37,-79.85,4,66,5,3,3,3
36.39,-80.58,5,58,2,1,1,
46.23,-93.05,1,15,1,,,
42.57,-90.02,1,5,,,,
39.98,-76.38,2,32,4,4,4,4
45.24,-94.97,4,77,6,5,5,5
52.96,-113.84,4,40,,,,
-34,151.08,3,30,,,,
38.97,-77.74,5,71,4,1,1,1
42.85,-124.1,2,27,,,,
-26.66,153.06,1,10,,,,
-42.88,147.33,3,32,2,2,2,2
39.03,-76.61,4,63,2,2,2,2
68.35,-133.7,2,21,1,1,1,1
49.23,-121.77,3,32,1,1,1,1
64.72,-164.63,2,39,2,2,2,2
45.73,-94.98,7,97,2,1,1,1
38.74,-87.63,4,64,9,9,9,6
32.02,-89.98,2,35,3,1,1,1
46.97,-65.63,3,30,,,,
45.65,-62.85,15,132,,,,
45.08,-68.65,1,13,,,,
43.43,-71.57,5,45,3,2,2,
-37.78,145.21,1,10,,,,
56.03,-117.12,5,47,,,,
34.82,-95.6,2,29,3,2,2,2
41.5,-78.71,3,24,1,,,
44.11,-71.18,1,26,1,1,1,1
51.1,-121.6,1,10,,,,
47.26,-122.48,4,65,2,2,2,2
38.24,-97.84,2,15,,,,
44.78,-78.65,6,34,,,,
41.29,-91.38,2,33,1,1,1,1
43.15,-78.88,1,14,,,,
43.87,-91.77,2,28,,,,
47.22,-53.14,7,63,,,,
40.18,-80.11,3,43,1,1,1,1
46.61,-68.41,1,20,1,1,1,1
37.2,-89.1,1,14,,,,
46.95,-98.01,3,42,1,1,1,1
32.92,-95.28,6,87,2,1,1,1
40.2,-75.35,1,34,4,4,4,4
40.77,-72.94,2,19,,,,
40.89,-88.83,3,32,2,1,1,1
39.43,-121.37,1,18,2,2,2,2
32.18,-83.91,1,13,,,,
40.35,-79.89,1,14,,,,
43.15,-71.26,1,14,,,,
-37.79,145,4,40,,,,
43.77,-69.86,1,13,2,,,
53.51,-112.95,2,21,1,1,1,1
47.22,-70.27,2,19,,,,
-32.12,116.07,2,20,,,,
40.63,-86.48,1,14,,,,
39.69,-96.14,1,14,1,,,
47.76,-69.48,3,29,,,,
48.66,-122.81,2,22,1,1,1,
44.98,-67.23,1,13,,,,
37.52,-86.11,1,16,2,1,1,1
38.43,-81.03,2,28,,,,
46.09,-76.05,1,10,,,,
-15.78,128.74,1,10,,,,
44.42,-80.08,1,10,,,,
-34.96,138.74,1,9,,,,
48.56,-124.15,2,19,,,,
41.86,-71.99,1,15,1,1,1,1
26.03,50.55,1,9,,,,
44.57,-93.35,2,28,,,,
-32.12,115.77,1,9,,,,
38.35,-81.63,1,14,,,,
40.93,-121.57,1,19,1,1,1,1
40.77,-73.71,1,5,2,1,1,
42.97,-88.16,1,14,,,,
46.4,-70.51,1,10,,,,
30.61,-87.28,1,2,,,,
35.43,-95.89,6,77,3,1,1,1
35.95,-83.19,15,236,14,13,13,12
40.16,-75.28,48,678,82,73,70,64
33.49,-112.94,13,167,4,3,3,2
37.42,-76.32,5,82,15,12,12,11
33.8,-116.93,49,850,75,62,62,61
31.17,-87.5,21,321,27,23,23,22
37.57,-84.27,36,565,87,75,75,72
33.39,-84.65,30,435,19,13,13,13
39.01,-91.89,3,40,1,,,
43.96,-78.17,17,201,28,28,28,27
33.55,-115.97,14,246,17,17,17,17
47.56,-122.23,15,240,20,16,16,15
44.24,-74.39,3,51,8,8,8,8
43.43,-80.54,30,330,24,24,24,24
42.18,-88.46,38,669,74,54,54,51
27.82,-82.68,39,602,30,20,20,20
45.4,-75.73,28,344,15,15,15,15
38.84,-104.98,2,27,,,,
45.41,-122.72,49,782,49,44,44,41
33,-117.26,9,176,14,14,14,14
32.51,-94.71,7,126,10,7,7,7
-27.47,152.58,5,48,,,,
-27.51,153.03,155,1513,17,15,15,14
-27.39,153.05,54,530,10,9,9,8
31.18,-81.49,18,305,14,12,12,12
32.95,-96.81,44,921,78,72,72,72
-33.77,151.02,30,274,,,,
28.51,-81.44,73,1172,115,78,78,72
67.24,-161.2,3,47,3,3,3,3
38.27,-79.18,3,45,3,3,3,3
39.35,-76.56,69,1059,79,63,63,60
44.72,-76.83,14,187,10,10,10,10
41.53,-72.7,1,15,2,1,1,1
37.55,-77.32,7,111,6,5,5,5
41.56,-75.8,6,114,13,10,10,10
42.4,-71.12,13,171,7,5,5,4
38.95,-78.43,1,17,16,16,16,16
40.48,-79.75,36,631,64,53,53,52
38.11,-76.85,6,115,11,10,10,9
41.15,-87.86,7,102,8,7,7,7
43.04,-75.11,3,40,1,1,1,1
