latitude,longitude,waterfallok,ad_attempts,ad_opportunities,impressions,start,complete
38.82,-121.28,80,1343,110,81,81,80
34.2,-118.69,12,178,12,9,9,9
42.78,-92.44,17,298,28,22,22,22
42.16,-92.32,9,215,40,35,35,34
32.76,-97.15,49,879,76,59,59,58
42.55,-82.92,70,1130,102,77,77,73
45.07,-122.55,42,729,103,83,83,82
33.1,-96.67,14,252,17,10,10,10
41.66,-72.8,9,110,10,6,6,5
40.03,-76.87,16,196,11,9,8,6
39.09,-77.18,147,2323,200,168,168,161
35.96,-96.76,7,140,24,11,11,10
42.32,-85.18,34,553,40,30,30,30
26.46,-80.07,20,384,38,36,36,34
35.25,-79.54,9,139,6,5,5,5
30.64,-91.18,34,573,44,26,26,25
41.31,-75.54,26,378,27,17,17,16
45.45,-93.59,21,302,26,16,16,16
41.92,-88.07,23,293,17,13,13,10
30.11,-95.25,41,741,67,60,60,57
53.52,-110.33,1,9,,,,
37.45,-76.55,58,868,54,44,44,44
41.14,-95.9,19,340,36,34,34,34
28.57,-81.53,56,1127,151,124,124,123
39.52,-78.07,25,500,69,64,63,65
30.22,-95.36,7,120,10,9,9,9
29.77,-95.5,65,1104,85,72,72,69
39.2,-95.34,2,43,3,3,3,3
43.42,-84.22,3,42,,,,
35.98,-88.45,10,141,7,4,4,4
42.48,-70.91,11,199,18,16,16,16
40.94,-75.68,17,255,7,6,6,6
35.68,-101.43,24,369,48,42,42,39
38.93,-77.39,61,901,95,70,70,67
41.32,-74.2,54,1123,108,85,85,84
32.48,-93.93,26,478,35,30,30,30
39.72,-84.08,17,325,35,30,30,30
44.97,-93.19,11,196,47,43,43,43
43.23,-72.54,4,57,3,3,3,3
43.43,-85.71,6,91,1,1,1,1
27.8,-81.99,25,357,39,29,29,28
33.17,-85.38,5,56,,,,
29.42,-95.45,8,144,12,10,10,10
40.5,-80.88,1,13,,,,
40.59,-74.7,15,351,93,87,87,83
26.07,-80.37,31,499,27,24,24,22
40.68,-80.59,50,859,107,93,93,86
38.85,-76.88,88,1409,180,151,151,147
43.01,-76.16,30,536,46,40,40,40
41.89,-87.94,89,1385,100,83,83,78
41.71,-70.95,37,533,33,28,28,28
29.66,-98.51,31,497,38,34,34,30
41.6,-87.75,43,753,91,81,81,72
33.84,-118.15,62,875,88,69,69,61
37.57,-122.37,67,1063,107,95,95,92
48.16,-107.87,5,67,,,,
40.04,-81.58,38,627,54,42,42,41
33.55,-85.39,2,27,,,,
26.1,-97.32,23,617,120,107,107,104
33.73,-118.01,59,889,94,87,87,82
39.83,-94.83,8,122,3,3,3,3
44.26,-80.5,3,29,,,,
-37.68,145.02,80,902,61,60,60,57
44.97,-122.58,6,73,2,,,
43.97,-78.71,45,579,53,43,43,43
39.9,-85.99,21,289,13,11,11,10
46.73,-117.18,10,155,16,14,14,14
43.2,-79.22,61,673,44,45,45,43
-34.83,138.68,55,609,44,43,43,38
35.23,-106.28,6,86,4,3,3,3
27.96,-97.64,1,13,,,,
38.35,-116.62,11,146,13,8,8,7
43.57,-83.82,71,962,70,58,58,52
42.1,-80.09,53,1027,217,201,201,195
49.62,-100.25,1,10,1,1,1,1
41.01,-111.68,4,54,,,,
38.74,-77.56,62,876,79,71,71,69
45.46,-73.57,84,763,18,18,18,13
44.3,-77.55,31,331,11,11,11,11
36.54,-121.4,13,211,29,25,25,23
43.64,-70.98,3,32,1,,,
-31.95,115.84,100,1132,66,47,45,33
41.32,-73.14,43,650,79,72,72,66
43.33,-70.94,5,85,23,23,23,22
39.54,-76.35,56,836,86,77,77,73
33.99,-118.46,23,390,41,35,35,33
38.4,-122.86,43,821,76,70,70,69
38.58,-90.3,75,1191,110,82,81,79
34.5,-85.84,15,297,39,30,30,29
39.81,-105.13,42,724,82,69,69,65
41.02,-75.88,8,112,4,2,2,2
42.66,-70.62,6,100,11,11,11,11
37.39,-81.04,78,1146,84,71,71,65
29.72,-90.62,6,137,23,16,16,16
41.37,-74.64,26,476,71,63,63,61
42.76,-81.18,27,267,7,7,7,5
40.74,-75.62,15,242,13,10,10,10
42.05,-82.76,31,311,2,2,2,2
34.47,-118.57,52,949,98,79,79,78
40.02,-82.44,12,209,42,39,38,38
40.58,-74.32,79,2540,502,454,453,443
37.41,-77.61,35,779,202,198,198,193
32.74,-117.24,38,551,21,12,12,11
40.07,-105.01,11,126,11,5,5,5
30.28,-81.59,104,1496,78,64,64,63
49.22,-123.1,120,1364,136,136,136,130
42.51,-89.03,1,23,10,10,10,10
33.76,-90.73,24,354,32,27,27,24
37.62,-77.5,66,1369,334,314,314,303
38.6,-85.76,68,1006,50,41,38,38
36.13,-95.95,5,85,10,3,3,3
42.08,-83.66,18,241,8,5,5,5
30.61,-90.19,4,50,2,1,1,1
46.51,-72.74,26,365,69,68,68,68
36.08,-96.22,40,769,84,76,76,73
41.72,-74.01,14,159,8,5,5,4
43.11,-77.32,19,275,14,9,9,9
37.25,-96.98,17,281,19,14,14,13
45.62,-73.95,37,361,3,3,3,3
39.68,-86.2,78,1147,71,64,64,61
42.86,-84.59,35,528,39,36,36,34
-37.76,144.95,153,1491,19,18,17,14
43.65,-95.56,27,420,27,24,24,22
32.95,-80.09,23,318,29,24,24,21
27.37,-82.54,10,157,7,7,7,7
29.56,-95.29,51,791,62,54,54,52
39.11,-84.67,20,324,69,68,68,66
29.19,-81.05,37,516,41,29,29,24
36.83,-101.25,14,190,8,6,6,6
27.96,-82.3,102,1503,116,89,86,78
41.15,-74.57,13,204,18,11,11,11
40.62,-88.99,1,13,,,,
41.19,-75.38,77,1346,140,123,123,121
38.78,-84.33,5,72,5,4,4,3
45.07,-99.15,3,43,3,2,2,2
40.33,-94.88,8,128,3,2,2,2
30.37,-81.59,92,1320,119,91,91,78
39.77,-76.66,5,119,10,10,10,10
37.68,-97.17,11,229,22,20,20,19
42.38,-83.08,57,797,50,41,41,36
42.47,-83.52,8,124,12,10,10,10
41.83,-72.57,72,1231,91,80,79,78
30.42,-84.25,34,524,75,68,68,66
42.84,-83.04,8,120,2,2,2,2
42.28,-73.21,10,144,2,2,2,2
41.16,-82.21,33,479,31,24,24,23
39.87,-74.25,42,1516,277,270,270,266
35.98,-87.13,8,77,6,2,1,
41.55,-87.5,22,416,52,39,39,38
39.38,-94.78,17,259,15,11,11,11
43.11,-74.86,15,213,21,17,17,15
45.09,-93,35,787,105,80,80,79
44.82,-85.99,5,152,39,39,39,39
40.59,-86.6,15,256,33,31,31,31
42.78,-74.57,44,652,35,31,26,24
41.01,-80.77,17,242,29,27,27,23
40.78,-73.83,2,15,2,2,2,1
31.13,-93.18,34,470,43,33,33,32
43.98,-69.23,3,38,,,,
41.17,-73.2,1,14,,,,
33.57,-101.86,3,38,11,11,11,11
35.84,-81.39,10,152,9,9,9,9
34.23,-87.18,5,61,11,11,11,10
32.32,-89.14,8,219,34,32,32,32
45.59,-73.23,60,658,54,53,53,52
43.65,-94.88,3,7,,,,
31.54,-83.87,13,190,9,8,8,8
35.79,-80.6,3,81,29,28,28,28
42.02,-88.18,31,484,61,50,50,45
43.78,-79.3,81,848,26,26,26,26
-33.83,150.98,282,2753,55,49,47,44
34.44,-119.68,31,594,90,82,83,78
34.17,-118.2,47,738,72,63,63,61
32.8,-117.07,22,400,30,28,28,28
45.68,-123.03,3,41,,,,
-35.17,149.15,13,128,1,1,1,1
-27.96,153.4,149,1572,83,78,78,74
-34.99,138.54,10,131,11,11,11,11
50.43,-104.54,37,353,12,12,11,10
-38.07,145.47,38,359,1,1,1,1
34.16,-116.27,24,413,33,28,28,26
34.29,-119.23,93,1386,101,85,85,76
37.96,-78.28,9,114,8,3,3,3
33.44,-101.84,41,650,58,40,40,39
36.11,-79.67,11,139,1,1,1,1
40.72,-124.11,31,479,28,26,26,23
36.28,-119.63,225,3476,314,254,254,239
33.47,-112.05,95,1523,104,86,86,80
-27.47,153.05,159,1721,85,80,75,74
42.62,-70.72,25,407,24,18,18,17
33.55,-84.72,16,213,4,3,3,3
47.65,-122.54,83,1243,73,60,60,57
39.55,-105.17,36,795,119,110,110,109
42.35,-71.21,7,133,23,23,23,22
38.82,-77.15,41,785,95,78,78,76
42.56,-83.06,92,1354,101,80,79,76
42.25,-71.84,36,528,52,41,41,39
41.86,-84.21,3,44,4,3,3,3
34.12,-84.45,109,1688,144,137,136,134
35.19,-114.05,64,1022,85,75,75,75
40.17,-76.61,29,446,20,17,17,16
32.1,-110.69,49,826,98,66,66,63
33.96,-83.99,130,1985,122,89,89,85
45.02,-123.11,66,1039,82,66,66,63
29.11,-80.97,54,859,69,53,53,48
30.05,-94.17,11,127,5,5,5,3
44.84,-93.04,14,268,30,27,27,25
33.79,-117.87,69,1033,68,55,54,51
37.83,-122.29,35,565,74,73,73,67
43.88,-79.05,137,1392,25,24,24,24
39.55,-76.3,24,477,49,43,43,42
37.55,-122.27,42,738,60,54,54,52
32.87,-96.79,12,173,7,5,5,4
45.76,-87.16,37,496,36,29,29,27
32.68,-97.33,4,77,8,5,5,5
33.03,-81.66,2,31,2,2,2,2
25.6,-80.4,192,3059,258,202,202,194
32.52,-92.63,26,396,19,10,10,8
33.77,-84.38,61,890,49,29,29,26
38.96,-94.58,12,158,6,2,2,
37.75,-97.28,13,228,17,13,13,13
37.09,-86.43,121,1836,140,123,123,122
45.45,-75.74,42,480,53,53,53,53
46.85,-96.75,23,335,18,13,13,11
43.23,-79.9,73,752,45,45,45,42
42.34,-71.12,35,664,45,36,36,36
40.74,-74,191,3235,196,174,174,167
39.01,-95.64,41,681,58,35,35,32
40.23,-74.65,29,489,38,33,33,30
36.07,-84.02,20,341,23,21,21,21
42.02,-71.22,9,119,5,1,1,1
40.62,-73.97,110,1903,151,133,133,124
40.46,-74.3,75,1481,242,220,219,213
42.39,-85.19,46,832,82,70,70,67
33.61,-117.72,47,699,60,54,54,52
39.64,-83.75,2,33,1,1,1,1
33.5,-84.38,100,1629,152,121,121,119
40.47,-79.99,67,996,49,42,42,37
34.68,-78.54,26,342,18,13,13,12
42.69,-85.62,13,189,23,20,20,20
34.72,-98.28,13,251,22,14,14,13
35.41,-78.74,13,206,35,35,35,31
34.45,-86.52,2,56,5,5,5,5
29.9,-89.9,7,116,5,3,3,3
40.1,-85.67,38,606,39,31,31,30
27.84,-82.8,57,949,96,90,90,87
35.06,-76.7,7,115,15,15,15,15
43.22,-87.94,13,251,21,18,18,18
29.96,-90.08,7,82,5,3,3,2
44.29,-84.73,22,333,12,11,11,10
33.48,-82.02,31,448,27,18,18,18
35.57,-90.52,17,279,44,43,43,43
41.6,-72.88,47,783,99,80,80,78
29.53,-95.88,39,667,44,39,39,37
39.52,-74.9,1,18,1,1,1,1
45.11,-95.03,32,443,23,21,20,17
40.37,-80.05,126,1806,172,151,151,138
29.64,-98.42,20,307,18,9,11,10
33.85,-118.39,43,681,63,46,46,45
38.98,-77.1,6,141,25,18,18,18
34.64,-82.74,3,41,2,1,1,1
37.97,-87.49,42,591,37,28,28,26
40.42,-79.98,49,704,30,26,26,23
39.97,-75.05,26,361,34,25,25,22
40.92,-84.31,7,190,16,16,16,16
38.55,-122.39,2,31,4,3,3,3
47.32,-68.3,8,137,10,7,7,7
39.36,-84.51,8,135,18,17,17,17
38.31,-86.18,4,38,,,,
28.66,-81.37,16,249,76,71,71,70
41.82,-87.61,26,346,29,15,15,15
41.6,-72.98,23,346,16,10,10,10
44.38,-68.28,17,264,13,12,12,11
38.45,-81.89,16,240,20,19,19,19
48.46,-122.61,32,494,35,28,28,28
44.98,-74.62,7,91,7,7,7,6
21.36,-157.87,543,8145,547,431,431,413
44.4,-109.53,21,396,53,46,46,46
47.96,-97.38,1,26,1,1,1,1
45.24,-74.11,26,325,28,28,28,28
36.38,-119.18,93,1419,96,82,82,80
-31.88,115.83,33,308,6,2,2,1
38.59,-121.4,167,2643,221,186,186,180
41.85,-87.65,3664,53487,3124,2508,2441,2328
26.31,-98.35,38,788,81,70,70,69
42.66,-83.12,49,707,75,69,69,63
45.45,-73.6,72,742,37,37,37,35
38.41,-121.37,235,3627,338,295,289,280
42.46,-92.31,433,6494,467,365,340,323
39.74,-104.9,81,1274,146,125,125,121
27.87,-82.33,1091,16362,991,810,803,764
39.11,-94.53,27,395,31,17,17,15
38.91,-77.49,44,735,77,59,59,56
34.23,-118.44,279,4613,396,327,325,312
34.05,-118.29,168,2687,300,269,269,253
42.96,-87.99,65,1062,204,201,201,190
33.46,-86.92,7,92,23,21,20,20
32.72,-96.77,65,1112,78,56,56,53
38.28,-85.84,112,1862,159,117,117,113
51.05,-113.96,175,1865,101,90,90,85
39.96,-75.23,108,1603,89,78,78,73
39,-76.97,126,2151,252,207,207,197
42.8,-71.06,45,740,64,51,51,50
38.92,-94.35,14,232,37,27,27,26
47.3,-122.37,308,4699,350,291,291,274
40.77,-73.83,160,2424,157,125,125,111
33.02,-96.54,64,1005,105,89,89,85
43.91,-91.1,13,218,15,13,13,12
40.65,-95.88,10,134,8,7,7,5
53.82,-113.52,5,53,2,2,2,2
42.25,-83.18,87,1387,147,122,122,118
34.8,-89.99,27,383,17,10,10,10
33.82,-86.84,32,507,45,31,31,28
44.56,-69.56,64,1139,86,70,70,66
34.09,-117.46,379,5773,535,459,455,431
28.24,-82.69,74,1153,102,77,77,75
45.55,-73.58,96,1078,73,72,72,66
34.42,-118.57,127,2226,209,178,178,175
41.65,-87.45,33,611,70,61,60,58
46.29,-119.28,99,1546,76,62,62,60
45.12,-93.49,33,644,105,85,85,84
40.42,-75.94,72,1199,125,114,114,107
33.7,-78.9,111,1537,113,93,92,85
46.17,-93.45,3,69,18,18,18,18
42.85,-83.44,17,260,24,19,19,18
33.87,-80.46,64,1042,102,72,72,71
42.76,-75.57,9,165,13,9,9,9
33.45,-111.77,130,2098,157,118,118,116
33.86,-94.8,10,133,8,6,6,4
37.42,-122.01,66,1067,109,92,92,88
-37.97,145.26,105,1403,162,158,156,158
32.22,-107.76,14,284,45,34,35,32
41.04,-81.48,40,880,120,104,104,101
-31.94,115.79,49,532,32,31,31,30
42.25,-84.29,86,1376,265,240,239,232
38.8,-90.63,109,1852,239,145,144,139
41.95,-88.09,29,495,44,38,38,36
43.96,-69.5,2,30,1,1,1,1
45.01,-93.15,58,975,96,81,81,75
30.2,-96.39,13,283,40,32,32,30
32.44,-83.73,78,1365,122,93,93,91
35.05,-92.5,58,887,80,59,59,52
34.17,-118.17,47,752,54,41,41,42
41.38,-104.76,39,613,41,30,30,29
40.09,-74.99,49,698,41,32,32,29
43.51,-79.88,194,2114,122,92,92,88
44.95,-93.05,126,2131,205,176,176,169
37.37,-79.31,54,931,72,63,61,61
42.5,-83.77,32,497,79,76,76,74
42.12,-72.55,130,2037,142,116,116,108
35.42,-97.57,52,747,50,39,39,34
29.85,-90.06,55,1075,111,85,84,77
-33.89,151.2,129,1596,153,148,147,144
38.79,-93.72,72,1196,154,77,77,76
41.91,-85.54,5,154,29,21,21,21
33.49,-111.92,250,3731,243,186,182,170
38.44,-82.13,7,115,20,14,14,14
38.59,-90.22,15,211,9,4,4,3
33.45,-111.8,260,4068,269,210,208,199
36.19,-94.24,61,1148,270,259,259,252
39.54,-84.22,87,1441,126,101,99,94
41.69,-71.64,50,792,64,45,45,42
32.7,-109.66,43,642,38,32,32,30
42.7,-84.53,131,1990,265,221,221,214
39.63,-106.52,5,115,26,26,26,25
35.35,-85.14,53,774,42,33,34,30
43.57,-88.01,5,99,29,28,28,28
41.12,-78.69,43,645,61,52,52,51
28.86,-81.91,19,271,22,18,18,17
44.05,-70.39,20,338,16,14,14,13
39.89,-75.33,25,407,34,28,28,26
38.65,-90.33,12,182,6,2,2,2
37.37,-122.02,184,2837,215,179,179,167
39.79,-94.8,65,1057,71,51,51,49
39.79,-86.17,121,1823,130,108,106,104
43.14,-77.63,55,938,69,50,50,48
45.55,-73.61,107,1151,143,140,137,132
33.83,-118.18,119,1999,250,234,234,222
42.41,-88.06,65,1094,67,52,52,46
34.91,-82.47,60,982,77,53,53,51
34,-117.98,235,3970,315,264,263,249
33.45,-111.64,71,972,52,35,35,31
53.46,-113.58,96,968,52,47,47,44
45.44,-75.85,30,323,41,40,40,40
34.11,-118.23,77,1141,87,73,73,70
36.03,-80.21,12,184,4,4,4,4
39.33,-74.51,1,24,10,9,9,9
44.88,-93.48,10,211,26,22,22,21
43.7,-79.41,123,1255,52,53,53,50
43,-88.04,19,360,74,65,66,63
31.57,-91.33,17,252,21,18,18,15
33.75,-84.28,127,1949,140,114,114,110
43.47,-76.24,5,98,40,41,40,41
38.8,-76.99,40,622,32,24,24,24
37.94,-122.31,34,559,39,32,32,32
36.08,-115.21,91,1459,131,106,106,103
42.18,-75.95,72,1251,88,79,79,76
30.8,-84.07,35,589,80,73,73,70
49.92,-97.14,83,981,66,66,66,64
30.13,-94.12,3,42,2,1,1,1
31.8,-96.09,12,198,29,27,27,26
40.78,-73.47,45,800,63,54,54,54
36.43,-95.26,2,22,1,1,1,1
29.81,-81.27,26,470,48,46,46,45
40.4,-75.23,65,1000,56,49,49,49
45.22,-96.61,5,57,3,,,
34.74,-77.08,41,707,69,58,58,57
43.85,-79.52,198,2005,89,84,83,77
43.61,-79.67,226,2367,131,128,128,123
48.22,-119.46,7,89,13,12,12,10
39.6,-75.69,63,1059,141,119,119,114
44.81,-69.67,24,402,23,21,21,20
33.9,-83.33,66,1126,110,102,102,101
33.76,-117.49,97,1399,120,98,94,88
39.26,-76.79,64,1043,76,71,71,69
39.71,-105.24,10,177,25,23,23,23
42.29,-83.37,85,1209,81,60,60,55
42.69,-85.99,6,95,25,23,23,23
41.32,-76.21,6,102,15,14,14,14
45.62,-122.58,60,938,60,50,50,47
27.82,-82.63,27,415,44,34,34,34
43.1,-79.14,70,962,110,104,103,101
48.16,-122.5,26,509,39,33,33,33
33.67,-112.37,24,344,11,7,7,7
42.59,-83.38,5,72,1,1,1,1
33.43,-117.61,64,1084,126,121,121,116
36.14,-86.86,19,281,23,16,16,16
31.31,-81.52,82,1274,69,59,59,56
55.74,-97.86,21,231,12,12,12,12
27.18,-80.24,11,169,9,7,7,7
29.57,-95.09,9,124,6,1,1,1
33.39,-111.85,183,2887,247,210,206,198
37.79,-122.12,11,185,20,17,16,16
26.28,-80.12,106,1873,163,137,137,132
32.78,-117.1,40,634,47,34,34,32
36.3,-94.12,43,852,132,112,111,107
40.67,-104.94,11,171,22,20,20,19
35.31,-78.61,11,161,5,4,4,4
34.29,-118.26,77,1391,114,103,103,101
33.85,-118.11,54,770,42,29,29,27
40.91,-73.83,140,2355,219,191,192,185
39.06,-94.59,40,605,45,38,38,38
40.33,-75.94,30,460,21,16,16,15
34.4,-80.08,66,933,69,56,55,49
42.18,-71.2,34,576,44,40,40,39
41.9,-87.74,46,711,67,57,57,55
36.09,-78.9,24,461,40,36,36,34
44.83,-93.31,16,245,9,8,8,7
38.3,-77.48,43,664,49,38,38,38
35.99,-86.92,3,34,4,4,4,3
38.89,-76.94,92,1481,140,117,117,112
40.7,-73.76,66,978,55,42,42,41
41.15,-74.12,10,145,9,8,8,8
41.72,-93.03,32,499,43,36,36,31
41.7,-71.85,7,119,3,3,3,3
39.96,-83.81,29,527,124,116,116,115
38.27,-104.65,12,161,18,15,15,13
41.91,-83.47,55,879,115,96,96,91
40.76,-81.42,36,589,71,67,67,65
36.29,-101.54,3,41,13,13,13,11
35.08,-80.89,7,97,3,1,1,1
40.17,-75.9,8,122,25,23,23,23
29.75,-85.03,9,125,2,1,1,1
27.9,-81.59,23,333,20,12,12,11
30.66,-88.35,38,461,16,7,7,5
38.8,-76.53,12,178,3,3,3,3
36.79,-97.3,4,60,5,1,1,1
43.1,-73.62,12,226,18,11,11,11
32.46,-84.99,27,494,48,48,48,46
40.29,-75.74,16,262,30,25,25,25
39.79,-77.6,44,703,48,32,32,32
40.8,-76.44,8,111,25,20,20,20
39.29,-82.48,5,82,9,9,9,7
41.34,-73.23,13,222,35,31,31,30
45.11,-87.22,1,56,7,7,7,7
44.67,-93.41,22,326,34,30,30,28
40.56,-77.85,19,329,13,10,10,10
43.9,-69.85,16,229,27,23,23,21
40.65,-81.3,5,81,6,5,5,5
40.82,-74.48,8,109,3,3,3,2
38.51,-121.5,60,877,81,60,60,56
43.41,-95.73,7,150,28,26,26,25
43.8,-79.36,55,569,21,21,21,19
47.55,-122.37,52,869,64,55,55,53
-33.99,151.11,36,479,54,51,51,50
-27.4,152.96,32,303,2,2,1,1
38.67,-121.35,50,762,73,62,61,57
35.57,-90.75,2,35,5,4,4,4
36.62,-121.92,15,263,25,23,23,23
-35.28,138.48,13,161,21,21,21,21
32.9,-97.59,25,507,46,38,38,37
-37.85,145.32,5,71,14,14,14,12
-32.21,146.16,92,950,26,24,24,22
45.54,-73.63,35,437,53,52,52,52
-35.32,149.15,25,225,3,3,3,3
41.41,-80.37,15,246,26,24,24,21
-27.47,153,71,727,30,30,28,28
37.85,-96.81,15,233,15,6,6,6
46.69,-71.18,20,239,27,25,24,23
21.91,-159.48,62,997,89,73,73,73
19.87,-155.23,3,43,1,1,1,1
42.52,-82.98,27,393,36,25,25,24
-33.98,151.07,8,78,,,,
49.92,-96.96,48,653,70,57,57,56
35.69,139.69,3,27,,,,
-32,115.85,7,124,26,26,26,25
46.85,-71.26,40,411,29,29,29,28
-27.52,153.25,15,177,14,14,14,13
-37.85,144.96,6,59,,,,
31.26,-83.64,10,150,4,3,3,3
42.36,-71.13,11,194,13,10,10,9
39.94,-78.57,13,157,12,8,8,8
43.35,-71.21,6,92,6,6,6,6
-38.14,145.27,66,630,2,2,2,
35.23,-97.27,6,89,7,7,7,7
40.05,-86.47,41,540,23,11,11,11
37.25,-82.46,1,14,1,,,
40.73,-80.19,13,228,9,5,5,5
41.47,-73.24,14,176,6,5,5,3
44.94,-72.44,6,97,9,8,8,7
39.99,-75.22,107,1423,67,54,54,45
30.06,-95.82,7,110,2,2,2,2
44.95,-74.94,33,490,58,50,50,49
40.94,-72.98,26,407,15,14,14,13
33.26,-81,11,158,23,20,20,17
42.26,-84.6,1,43,19,17,17,17
43.69,-70.29,30,475,43,30,30,27
32.41,-87.92,19,293,18,15,16,14
40.62,-79.15,6,72,10,10,10,8
31.54,-82.45,11,176,13,11,11,10
42.74,-82.8,11,222,41,38,38,37
34.09,-83.31,1,26,12,12,12,12
33.83,-84.62,5,70,4,4,4,3
40.24,-80.6,2,27,,,,
41.41,-75.66,6,90,10,9,9,9
41.08,-73.66,4,48,4,4,4,4
36.71,-84.59,10,93,2,1,1,
33.67,-111.95,25,385,21,15,15,15
29.52,-82.3,7,124,22,21,21,20
-37.82,144.73,4,40,,,,
41.62,-70.49,18,314,37,36,36,35
47.59,-52.74,43,524,36,24,24,24
20,-155.53,34,485,19,16,16,14
-27.33,153.07,18,175,,,,
29.7,-98.12,1,14,,,,
41.06,-90.24,3,51,2,1,1,1
41.68,-87.49,8,131,16,15,15,14
34.06,-117.75,11,187,27,26,26,26
41.45,-70.62,13,242,30,24,24,23
33.86,-79.46,8,133,13,13,13,13
43.78,-114.63,4,49,2,2,2,1
47.22,-120.99,1,19,1,1,1,1
41.39,-88.45,26,451,34,26,26,26
33.53,-94.27,5,82,1,1,1,1
29.59,-98.48,31,508,42,28,28,27
39.85,-74.09,5,64,6,5,5,4
34.37,-100.36,4,52,3,3,3,3
40.81,-73.64,9,137,4,3,3,3
37.21,-93.3,10,151,9,6,6,6
41.09,-80.62,1,6,6,5,5,5
38.42,-89.91,3,54,6,6,6,6
32.38,-92.05,9,152,5,4,4,4
42.22,-83.08,19,198,2,2,2,2
38.95,-83.64,1,3,1,1,1,
43.5,-85.42,5,76,4,3,3,3
-31.9,116,5,48,3,3,3,3
32.54,-97.32,2,28,,,,
38.11,-90.57,9,123,10,4,4,3
39.41,-111.01,2,42,7,7,7,7
40.68,-80.21,8,106,3,2,2,1
33.73,-87.05,4,60,1,1,1,1
31.34,-83.59,4,54,7,5,5,5
36.75,-85.37,11,162,6,1,1,1
36.48,-86.68,23,412,50,35,35,34
36.57,-93.22,5,92,14,10,10,10
28.64,-82.51,1,14,1,,,
43.07,-88.75,3,30,5,2,1,1
37,-82.58,23,341,13,11,11,10
41.15,-91.83,1,20,1,1,1,1
38.43,-76.73,10,134,5,4,4,3
44.25,-76.95,7,74,4,4,4,4
38.96,-77.61,19,295,28,24,24,23
36.39,-95.83,15,197,8,6,6,6
42.48,-84.21,5,135,30,22,22,22
44.12,-85.45,4,59,1,1,1,1
-33.74,150.93,53,500,6,5,5,4
-27.47,153.13,26,247,1,,,
43.53,-89.97,18,357,61,59,60,56
41.97,-70.98,17,234,24,19,19,15
39.42,-75.94,3,37,1,,,
41.66,-71.01,20,231,20,15,15,12
42.62,-85.72,2,40,2,2,2,2
41.48,-81.69,27,728,113,106,106,104
40.43,-74.1,2,42,2,2,2,2
34.03,-83.46,8,112,1,1,1,1
36.57,-88.66,2,51,4,4,4,4
37.26,-84.16,5,72,2,2,2,2
42.75,-72.01,9,193,28,26,25,25
42.6,-73.65,10,141,10,7,7,6
43.33,-76.19,16,237,37,33,33,32
27.29,-81.36,1,14,1,,,
33.77,-84.3,1,14,,,,
25.94,-81.7,16,258,14,10,10,10
33.93,-84.34,9,208,17,17,17,17
40.64,-73.67,8,121,6,4,4,3
45.67,-73.59,31,358,69,69,69,69
32.86,-79.99,20,345,38,35,35,33
36.67,-80.94,27,413,31,25,25,24
43.16,-77.6,13,193,12,12,12,11
41.7,-76.14,4,86,8,7,6,7
33.96,-83.57,11,174,7,6,6,6
33.29,-96.19,4,66,2,2,2,2
34.19,-80.71,33,434,21,16,16,14
40.21,-74.57,13,227,38,35,35,34
36.55,-83.55,4,72,6,3,3,3
40.66,-74.01,8,131,7,6,6,5
41.82,-71.41,11,154,8,6,6,6
39.29,-77.22,9,128,8,5,5,5
40.79,-74.25,40,604,85,74,74,71
39.77,-76.33,13,214,14,12,12,11
35.52,139.72,3,27,,,,
42.55,-83.22,14,204,27,22,22,20
40.76,-73.17,7,92,3,3,3,3
-37.67,145.15,6,60,,,,
30.38,-97.94,9,108,5,5,5,3
-26.62,153.04,21,217,4,4,4,4
30.03,-89.97,26,490,29,20,20,18
34.12,-118.15,2,32,3,1,1,1
-34.44,150.86,2,20,,,,
53.35,-6.26,4,42,2,2,2,2
45.52,-123.04,3,54,4,3,3,3
34.23,-118.15,8,110,1,,,
34.88,-77.59,20,566,62,52,52,50
39.16,-119.86,13,198,7,6,6,6
44.93,-78.73,6,56,1,1,1,1
45.62,-122.24,20,269,16,12,12,12
33.34,-111.64,8,109,1,,,
40.57,-122.2,7,103,7,4,4,4
36.95,-94.68,1,5,1,,,
41.54,-87.38,12,190,16,11,11,10
-33.75,150.85,35,332,,,,
33.12,-117.09,3,44,3,2,2,2
37.94,-77.88,3,30,1,,,
47.44,-70.5,9,96,3,3,3,3
29.32,48.04,5,45,,,,
43.22,-77.56,8,108,2,2,2,1
38.14,-122.25,34,602,43,36,36,34
33.46,-102.02,7,102,11,6,6,6
28.82,-97.85,1,14,,,,
41.89,-93.61,2,27,,,,
32.53,-92.07,6,118,10,7,7,7
39.83,-89.04,7,140,8,8,8,8
48.4,-77.25,5,50,,,,
40.03,-111.55,35,530,65,52,52,50
-34.82,138.63,17,157,,,,
36.25,-94.11,4,86,47,46,46,45
44.42,-92.62,2,28,,,,
36.76,-81.75,5,86,5,4,4,4
43.57,-70.75,2,31,2,2,2,2
48.68,-117.75,4,42,2,,,
40.88,-76.93,5,86,6,6,6,6
40.28,-85.27,1,14,,,,
32.62,-97.28,21,438,50,40,40,38
38.44,-107.06,3,35,3,1,1,
-33.45,151.33,9,87,1,,,
39.18,-84.42,7,124,35,34,34,34
-31.68,115.72,22,206,3,2,2,1
40.82,-79.86,14,213,9,5,5,5
46.25,-60.08,4,41,1,1,1,1
